setNumber,name,year,numParts,imageUrl,inventoryId
4679b-2,Free 500 LEGO Bricks (Bonus box and its contents only),2005,500,https://cdn.rebrickable.com/media/sets/4679b-2.jpg,13140
4680-1,Traffic Patrol,2004,3,https://cdn.rebrickable.com/media/sets/4680-1.jpg,110561
4681-1,Fire Truck,2004,21,https://cdn.rebrickable.com/media/sets/4681-1.jpg,24982
4683-1,Pony and Cart,2004,6,https://cdn.rebrickable.com/media/sets/4683-1.jpg,26486
4684-1,Pick Up Truck (Repair Truck),2004,5,https://cdn.rebrickable.com/media/sets/4684-1.jpg,223648
4685-1,Fork Lift,2004,11,https://cdn.rebrickable.com/media/sets/4685-1.jpg,26484
4686-1,Little Farm,2004,52,https://cdn.rebrickable.com/media/sets/4686-1.jpg,141610
4687-1,Tractor-Trailer,2004,9,https://cdn.rebrickable.com/media/sets/4687-1.jpg,26239
4688-1,Team Construction,2004,24,https://cdn.rebrickable.com/media/sets/4688-1.jpg,25027
4689-1,Playhouse,2004,63,https://cdn.rebrickable.com/media/sets/4689-1.jpg,223647
4690-1,Horse Stable,2004,31,https://cdn.rebrickable.com/media/sets/4690-1.jpg,26497
4691-1,Police Station,2004,64,https://cdn.rebrickable.com/media/sets/4691-1.jpg,26282
4692-1,Fire Car,2004,2,https://cdn.rebrickable.com/media/sets/4692-1.jpg,27790
4693-1,Ferrari F1 Race Car,2004,6,https://cdn.rebrickable.com/media/sets/4693-1.jpg,147739
4694-1,Ferrari F1 Racing Team,2004,39,https://cdn.rebrickable.com/media/sets/4694-1.jpg,26783
4695-1,Mini Knight Bus,2004,58,https://cdn.rebrickable.com/media/sets/4695-1.jpg,15386
4696-1,Blue Bucket,2004,200,https://cdn.rebrickable.com/media/sets/4696-1.jpg,293
470-1,"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",1966,39,https://cdn.rebrickable.com/media/sets/470-1.jpg,84799
4701-1,Sorting Hat,2001,50,https://cdn.rebrickable.com/media/sets/4701-1.jpg,15997
4702-1,The Final Challenge,2001,62,https://cdn.rebrickable.com/media/sets/4702-1.jpg,1355
4704-1,The Chamber of the Winged Keys,2001,180,https://cdn.rebrickable.com/media/sets/4704-1.jpg,15276
4705-1,Snape's Class,2001,167,https://cdn.rebrickable.com/media/sets/4705-1.jpg,15513
4706-1,Forbidden Corridor,2001,228,https://cdn.rebrickable.com/media/sets/4706-1.jpg,207761
4707-1,Hagrid's Hut,2001,298,https://cdn.rebrickable.com/media/sets/4707-1.jpg,2860
4708-1,Hogwarts Express,2001,414,https://cdn.rebrickable.com/media/sets/4708-1.jpg,14091
4709-1,Hogwarts Castle,2001,696,https://cdn.rebrickable.com/media/sets/4709-1.jpg,4978
471-1,Tiles (System),1966,52,https://cdn.rebrickable.com/media/sets/471-1.jpg,84801
4711-1,Flying Lesson,2002,24,https://cdn.rebrickable.com/media/sets/4711-1.jpg,13312
4712-1,Troll on the Loose,2002,72,https://cdn.rebrickable.com/media/sets/4712-1.jpg,14786
471408-1,Lennox,2014,10,https://cdn.rebrickable.com/media/sets/471408-1.jpg,10654
4714-1,Gringotts Bank,2002,263,https://cdn.rebrickable.com/media/sets/4714-1.jpg,16249
471518-1,Happy The Cute Dolphin,2015,17,https://cdn.rebrickable.com/media/sets/471518-1.jpg,14319
471602-1,Pony Grooming Kit,2016,28,https://cdn.rebrickable.com/media/sets/471602-1.jpg,2991
471701-1,Lloyd,2017,6,https://cdn.rebrickable.com/media/sets/471701-1.jpg,23388
471702-1,Mia,2017,8,https://cdn.rebrickable.com/media/sets/471702-1.jpg,27339
471801-1,Dolphin and Crab,2018,32,https://cdn.rebrickable.com/media/sets/471801-1.jpg,27340
471904-1,Diamond's Show Jump,2019,32,https://cdn.rebrickable.com/media/sets/471904-1.jpg,37856
471905-1,Emmet with Tools,2019,9,https://cdn.rebrickable.com/media/sets/471905-1.jpg,32298
471906-1,Rex with Jetpack,2019,13,https://cdn.rebrickable.com/media/sets/471906-1.jpg,33528
4719-1,Quality Quidditch Supplies,2003,121,https://cdn.rebrickable.com/media/sets/4719-1.jpg,8785
4720-1,Knockturn Alley,2003,211,https://cdn.rebrickable.com/media/sets/4720-1.jpg,15359
472-1,1:87 Nine Models,1964,0,https://cdn.rebrickable.com/media/sets/472-1.jpg,146051
472102-1,Emma & Baby Panda,2021,8,https://cdn.rebrickable.com/media/sets/472102-1.jpg,106839
4721-1,Hogwarts Classroom,2001,76,https://cdn.rebrickable.com/media/sets/4721-1.jpg,12513
472201-1,Cute Foal with Food and Water Pump,2022,36,https://cdn.rebrickable.com/media/sets/472201-1.jpg,145046
4722-1,Gryffindor,2001,70,https://cdn.rebrickable.com/media/sets/4722-1.jpg,11088
472210-1,Triceratops Baby,2022,1,https://cdn.rebrickable.com/media/sets/472210-1.jpg,139756
472302-1,Fireman,2023,2,https://cdn.rebrickable.com/media/sets/472302-1.jpg,172337
4723-1,Diagon Alley Shops,2001,85,https://cdn.rebrickable.com/media/sets/4723-1.jpg,5859
472402-1,George Pig,2024,2,https://cdn.rebrickable.com/media/sets/472402-1.jpg,231993
472407-1,Sabine Wren,2024,8,https://cdn.rebrickable.com/media/sets/472407-1.jpg,232736
472506-1,"Hero with Crafting table, Furnace and Anvil",2025,19,https://cdn.rebrickable.com/media/sets/472506-1.jpg,272289
472518-1,Ahsoka Tano,2025,8,https://cdn.rebrickable.com/media/sets/472518-1.jpg,284397
4726-1,Quidditch Practice,2002,132,https://cdn.rebrickable.com/media/sets/4726-1.jpg,12502
4727-1,Aragog in the Dark Forest,2002,183,https://cdn.rebrickable.com/media/sets/4727-1.jpg,9358
4728-1,Escape from Privet Drive,2002,282,https://cdn.rebrickable.com/media/sets/4728-1.jpg,16318
4729-1,Dumbledore's Office,2002,451,https://cdn.rebrickable.com/media/sets/4729-1.jpg,9806
4730-1,Chamber of Secrets,2002,597,https://cdn.rebrickable.com/media/sets/4730-1.jpg,13300
4731-1,Dobby's Release,2002,71,https://cdn.rebrickable.com/media/sets/4731-1.jpg,13589
4733-1,The Dueling Club,2002,134,https://cdn.rebrickable.com/media/sets/4733-1.jpg,5157
4735-1,Slytherin,2002,93,https://cdn.rebrickable.com/media/sets/4735-1.jpg,879
4736-1,Freeing Dobby,2010,73,https://cdn.rebrickable.com/media/sets/4736-1.jpg,16007
4737-1,Quidditch Match,2010,153,https://cdn.rebrickable.com/media/sets/4737-1.jpg,38962
4738-1,Hagrid's Hut,2010,443,https://cdn.rebrickable.com/media/sets/4738-1.jpg,4924
4741-1,Blacktron Super Vehicle (Value 3-Pack),1993,1,https://cdn.rebrickable.com/media/sets/4741-1.jpg,7743
4742-1,Chill Speeder,2004,58,https://cdn.rebrickable.com/media/sets/4742-1.jpg,5842
4743-1,Ice Blade,2004,108,https://cdn.rebrickable.com/media/sets/4743-1.jpg,3173
4744-1,Tundra Tracker,2004,141,https://cdn.rebrickable.com/media/sets/4744-1.jpg,4961
4745-1,Blue Eagle vs. Snow Crawler,2004,257,https://cdn.rebrickable.com/media/sets/4745-1.jpg,11614
4746-1,Mobile Command Center,2004,425,https://cdn.rebrickable.com/media/sets/4746-1.jpg,6243
4748-1,Ogel's Mountain Fortress,2004,436,https://cdn.rebrickable.com/media/sets/4748-1.jpg,161065
4750-1,Draco's Encounter with Buckbeak,2004,37,https://cdn.rebrickable.com/media/sets/4750-1.jpg,14144
4751-1,Harry and the Marauder's Map,2004,109,https://cdn.rebrickable.com/media/sets/4751-1.jpg,9939
4752-1,Professor Lupin's Classroom,2004,159,https://cdn.rebrickable.com/media/sets/4752-1.jpg,14378
4753-1,Sirius Black's Escape,2004,192,https://cdn.rebrickable.com/media/sets/4753-1.jpg,5361
4754-1,Hagrid's Hut,2004,304,https://cdn.rebrickable.com/media/sets/4754-1.jpg,3816
4755-1,Knight Bus,2004,244,https://cdn.rebrickable.com/media/sets/4755-1.jpg,1428
4756-1,Shrieking Shack,2004,449,https://cdn.rebrickable.com/media/sets/4756-1.jpg,5245
4757-1,Hogwarts Castle,2004,938,https://cdn.rebrickable.com/media/sets/4757-1.jpg,155762
4758-1,Hogwarts Express,2004,388,https://cdn.rebrickable.com/media/sets/4758-1.jpg,73744
